"","X","WillowSubNo","PayCode","movieCheck","trialNo","itemId","eventOrder","blockOrder","eventType","condition","manner","result","verbName","verbMeaning","seeAmbigV1","seeAmbigV2","seeBiasV1","seeBiasV2","seeTrain1a","seeTrain2a","seeTrain3a","seeTrain1b","seeTrain2b","seeTrain3b","seeTestV1","seeTestV2","ambigS","ambigV","bias1","bias2","biasV1Ans","bias1RESP","biasV2Ans","bias2RESP","test1","test2","testV1Ans","test1RESP","testV2Ans","test2RESP","catchTrialNum","catchOrderedNum","catchTrialRESP","commentCheck","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Comments","Answer.English","Answer.country","Approve","Reject","trialCount","SubNo","SubjectNumberAfterPayCodeMergesAMTandWillowData","DemographicsCrit","subExcl_NotUSA_notEngl","block1","block2","seeAmbig","seeBias1","seeBias2","seeTrain1","seeTrain2","seeTrain3","seeTest1","seeTest2","seeVidCheck","ProportionOfVideoLostTrials","NumberOfVideoLostTrials","trialCountBlock","meetMinTrialCrit","SubExcl_FailMinTrialCrit","NumberValidTrialsTotal","NumberInvalidTrialsTotal","ProportionInvalidTrialsTotal","NumberOfTrialsPerIncludedSubject","AvgNumberValidTrialsPerIncludedSubject","ProportionInvalidTrialsIncludedSubjectsOnly","NumberIncludedSubjects","MannerOfMotionIncludedSubjectTotal","PathIncludedSubjectTotal","MeansIncludedSubjectTotal","EffectIncludedSubjectTotal"
"1",1,10,"c228acd2edd10","two balls moving around","2",5,"b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","knife","cut","gorping","knife",1,1,1,1,1,1,1,1,1,1,1,1,"The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain",1,0,0,1,"knife.crush.apple","trowel.cut.cheese",1,0,0,1,"1 0 3 8 3",1338,"01338","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,7,1,31,2181,539,0.198161764705882,15,15.6906474820144,0.0193345323741008,139,32,35,33,39
"2",9,10,"c228acd2edd10","two balls moving around","3",6,"b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","pliers","bend","klebbing","pliers",1,1,1,1,1,1,1,1,1,1,1,1,"The monster is klebbing the candle.","pliers.bend.candle","hammer.bend.sunflower","pliers.cut.pizza",0,1,1,0,"bat.bend.flagpole","pliers.empty.martiniglass",0,1,1,0,"8 2 1 5 7",12578,"12578","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,7,1,31,2181,539,0.198161764705882,15,15.6906474820144,0.0193345323741008,139,32,35,33,39
"3",8,10,"c228acd2edd10","two balls moving around","4",1,"b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","bat","break","blicking","bat",1,1,1,1,1,1,1,1,1,1,1,1,"The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies",1,0,0,1,"bat.open.babybottle","pliers.break.eyeglasses",1,0,0,1,"1 2 3 2 4",12234,"12234","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,7,1,31,2181,539,0.198161764705882,15,15.6906474820144,0.0193345323741008,139,32,35,33,39
"4",11,10,"c228acd2edd10","two balls moving around","5",4,"b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","hammer","crush","nibbing","hammer",1,1,1,1,1,1,1,1,1,1,1,1,"The monster is nibbing the strawberries.","hammer.crush.strawberries","pliers.crush.candycanes","hammer.empty.brushcontainer",0,1,1,0,"comb.crush.juicebox","hammer.cut.watermelon",0,0,1,0,"9 7 6 1 2",12679,"12679","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,7,1,31,2181,539,0.198161764705882,15,15.6906474820144,0.0193345323741008,139,32,35,33,39
"5",15,10,"c228acd2edd10","two balls moving around","6",7,"b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","poker","empty","wugging","poker",1,1,1,1,1,1,1,1,1,1,1,1,"The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet",1,0,0,1,"poker.bend.lamp","crowbar.empty.detergentcontainer",1,0,0,1,"9 1 8 5 1",11589,"11589","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,7,1,31,2181,539,0.198161764705882,15,15.6906474820144,0.0193345323741008,139,32,35,33,39
"6",13,10,"c228acd2edd10","two balls moving around","7",8,"b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","trowel","flatten","rolting","trowel",1,1,1,1,1,1,1,1,1,1,1,1,"The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot",0,0,1,1,"knife.flatten.sponge","trowel.rip.sack",0,0,1,1,"7 5 4 2",2457,"2457","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,7,1,31,2181,539,0.198161764705882,15,15.6906474820144,0.0193345323741008,139,32,35,33,39
"7",14,10,"c228acd2edd10","two balls moving around","8",3,"b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","crowbar","open","zicking","crowbar",1,1,1,0,1,1,1,1,1,1,1,1,"The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door",1,0,0,1,"crowbar.break.shoe","poker.open.window",1,0,0,1,"1 7 6 5 3",13567,"13567","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,7,1,31,2181,539,0.198161764705882,15,15.6906474820144,0.0193345323741008,139,32,35,33,39
"8",156,4,"f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","1",6,"b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Motion","Manner","fly","through","torging","fly",1,1,1,1,1,1,1,1,1,1,1,1,"The man is torging through the clouds.","fly.through.clouds","drive.through.tunnel","fly.under.birds",0,1,1,0,"fly.behind.kite","sled.through.tree",1,1,0,0,"8 9 1 2 1",11289,"11289","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,8,1,31,2181,539,0.198161764705882,16,15.6906474820144,0.0193345323741008,139,32,35,33,39
"9",153,4,"f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","2",3,"b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Motion","Manner","sail ","up","dacking","sail ",1,1,1,1,1,1,1,0,1,1,1,1,"The boy is dacking up to the swan.","sail.up.swan","sail.down.seal","carpet.up.monkey",1,1,0,0,"fly.up.bus","sail.over.float",0,0,1,1,"5 0 3 3 4",3345,"03345","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,8,1,31,2181,539,0.198161764705882,16,15.6906474820144,0.0193345323741008,139,32,35,33,39
"10",148,4,"f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","3",8,"b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Motion","Manner","camel","front","gossing","camel",1,1,1,1,1,1,1,1,1,1,1,1,"The man is gossing in front of the pyramid.","camel.front.pyramid","sled.front.bunny","camel.around.goat",0,0,1,1,"camel.through.oasis","drive.front.horse",1,1,0,0,"5 5 4 5 8",45558,"45558","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10",189,1,19,1,0,1,1,1,1,1,1,1,1,1,0.09,0,8,1,31,2181,539,0.198161764705882,16,15.6906474820144,0.0193345323741008,139,32,35,33,39
